reverse_counter_safe-mo,4,6,40,10,365,48,6,6,78,16,943,131,6,7,96,25,0,300,6,8,114,41,0,300,
small_various_1,0,7,0,300,0,300,1,13,0,300,0,300,6,33,0,300,0,300,36,91,0,300,0,300,
small_various_2,0,7,472,68,0,300,8,15,0,300,0,300,139,74,0,300,0,300,0,300,0,300,0,300,
small_various_3,3,8,0,300,0,300,26,11,0,300,0,300,148,25,0,300,0,300,695,80,0,300,0,300,
small_various_4,2,7,0,300,0,300,96,21,0,300,0,300,1641,240,0,300,0,300,0,300,0,300,0,300,
various_mains,3,8,40,18,496,138,4,9,113,51,0,300,0,300,0,300,0,300,0,300,0,300,0,300,
various_mains_no_equiv,3,7,37,15,422,89,4,8,104,42,0,300,527,107,0,300,0,300,0,300,0,300,0,300,
various_safe,0,15,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,
various_safe_no_awk,0,9,0,300,0,300,0,27,0,300,0,300,0,137,0,300,0,300,0,300,0,300,0,300,
various_unsafe,66,104,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,
various_unsafe_no_equiv,5,29,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,0,300,
